Title;Year;Country;Genre;IMDB;Score;directors;primaryName
An Actor's Revenge;1963;Japan;Samurai;tt0057710;7.5;nm0406728;Kon Ichikawa
Hands over the City;1963;Italy;Politics;tt0057286;8.25;nm0742940;Francesco Rosi
Paranoiac;1963;UK;Thriller;tt0057401;7.25;nm0005711;Freddie Francis
The Red Lanterns;1963;Greece;Drama;tt0057229;8.25;nm0313745;Vasilis Georgiadis
The Girl who Knew too Much;1963;Italy;Thriller;tt0057443;7.5;nm0000878;Mario Bava
Les Tontons Flingueurs;1963;France;Comedy;tt0057591;7.5;nm0491626;Georges Lautner
Lilies of the Field;1963;USA;Drama;tt0057251;7.25;nm0625680;Ralph Nelson
Lord of the Flies;1963;UK;Drama;tt0057261;7.5;nm0111656;Peter Brook
A Child Is Waiting;1963;USA;Drama;tt0056930;8;nm0001023;John Cassavetes
Le Feu Follet;1963;France;Drama;tt0057058;7.5;nm0001501;Louis Malle
The Symbol of a Man;1963;Japan;Crime;tt6414490;7;nm0559602;Akinori Matsuo
Irma la Douce;1963;USA;Comedy;tt0057187;7.75;nm0000697;Billy Wilder
The Florida Project;2017;USA;Drama;tt5649144;7.5;nm0048918;Sean Baker
The White Tiger;2021;India;Crime;tt6571548;8.25;nm1023919;Ramin Bahrani
Tabu;2012;Portugal;Drama;tt2153963;8.5;nm0326937;Miguel Gomes
Byzantium;2012;UK;Fantasy;tt1531901;7.75;nm0001403;Neil Jordan
Breathless;2008;South Korea;Drama;tt1373120;9;nm3344655;Yang Ik-joon
Sorry We Missed You;2019;UK;Drama;tt8359816;8.5;nm0516360;Ken Loach
Lesson of the Evil;2012;Japan;Horror;tt2294473;7;nm0586281;Takashi Miike
Housebound;2014;New Zealand;Comedy;tt3504048;7.25;nm2067421;Gerard Johnstone
Portrait de la Jeune Fille en Feu;2019;France;Drama;tt8613070;9;nm1780037;Céline Sciamma
Mientras Duermes;2011;Spain;Thriller;tt1437358;7.75;nm0049371;Jaume Balagueró
Headhunters;2011;Norway;Thriller;tt1614989;7.5;nm0878763;Morten Tyldum
War Hunt;1962;USA;War;tt0056675;7;nm0761522;Denis Sanders
Serge;1960;Russia;Drama;tt0054293;7.25;nm0199381;Georgiy Daneliya
The L-Shaped Room;1962;UK;Drama;tt0057239;7.5;nm0285302;Bryan Forbes
The Disciple;2020;India;Drama;tt11423784;7.5;nm4058904;Chaitanya Tamhane
Monsieur Lazhar;2011;Canada;Drama;tt2011971;7.5;nm0265852;Philippe Falardeau
Frantz;2016;France;Drama;tt5029608;7.75;nm0654830;François Ozon
Beyond the Hills;2012;Romania;Drama;tt2258281;7.5;nm0612816;Cristian Mungiu
Intentions of Murder;1964;Japan;Drama;tt0057829;7.5;nm0408076;Shôhei Imamura
À Meia Noite Levarei Sua Alma;1964;Brazil;Horror;tt0059440;7;nm0596261;José Mojica Marins
El Extraño Viaje;1964;Spain;Crime;tt0061633;7.5;nm0273178;Fernando Fernán Gómez
The Battle of Culloden;1964;UK;Historical;tt0057982;8.25;nm0914386;Peter Watkins
It Happened Here;1964;UK;Dystopia;tt0055024;7.5;nm0002206;Kevin Brownlow
Woman in the Dunes;1964;Japan;Horror;tt0058625;9.25;nm0856267;Hiroshi Teshigahara
Sedotta e Abbandonata;1964;Italy;Comedy;tt0058564;8;nm0314584;Pietro Germi
Marnie;1964;USA;Drama;tt0058329;7;nm0000033;Alfred Hitchcock
The Pawnbroker;1964;USA;Drama;tt0059575;8.25;nm0001486;Sidney Lumet
Becket;1964;UK;Historical;tt0057877;8.25;nm0322706;Peter Glenville
Three Outlaw Samurai;1964;Japan;Samurai;tt0058652;7.75;nm0331471;Hideo Gosha
Dead Ringer;1964;USA;Crime;tt0057997;7.5;nm0002134;Paul Henreid
Zulu;1964;UK;Historical;tt0058777;8;nm0256831;Cy Endfield
Hamlet;1964;Russia;Drama;tt0058126;8.5;nm0468882;Grigoriy Kozintsev
The Gorgon;1964;UK;Horror;tt0058155;7.5;nm0279807;Terence Fisher
Court;2014;India;Politics;tt3717068;8;nm4058904;Chaitanya Tamhane
Os Fuzis;1964;Brazil;Drama;tt0058122;7.75;nm0346087;Ruy Guerra
Les Amitiés Particulières;1964;France;Drama;tt0057842;8;nm0216381;Jean Delannoy
The Brig;1964;USA;War;tt0057899;7.75;nm0577263;Jonas Mekas
The Killers;1964;USA;Crime;tt0058262;7.25;nm0796923;Don Siegel
The Visit;1964;USA;Thriller;tt0058724;7.75;nm0926919;Bernhard Wicki
Strait-Jacket;1964;USA;Thriller;tt0058620;7.25;nm0145336;William Castle
Hush...Hush, Sweet Charlotte;1964;USA;Thriller;tt0058213;7.5;nm0000736;Robert Aldrich
Seven Days in May;1964;USA;Thriller;tt0058576;8.25;nm0001239;John Frankenheimer
Blood and Black Lace;1964;Italy;Thriller;tt0058567;7.25;nm0000878;Mario Bava
Nothing but a Man;1964;USA;Drama;tt0058414;9.25;nm0736394;Michael Roemer
Yearning;1964;Japan;Drama;tt0058349;8.25;nm0621540;Mikio Naruse
Matrimonio all'Italiana;1964;Italy;Comedy;tt0058335;8;nm0001120;Vittorio De Sica
King & Country;1964;UK;War;tt0058263;7.5;nm0521334;Joseph Losey
Seance on a Wet Afternoon;1964;UK;Thriller;tt0058557;7.75;nm0285302;Bryan Forbes
Il Vangelo Secondo Matteo;1964;Italy;Drama;tt0058715;8.5;nm0001596;Pier Paolo Pasolini
Father of a Soldier;1964;Russia;War;tt0169828;8.25;nm0158523;Rezo Chkheidze
Pale Flower;1964;Japan;Crime;tt0056327;8.5;nm0793983;Masahiro Shinoda
36 Hours;1964;USA;War;tt0057809;7.25;nm0780833;George Seaton
Behold a Pale Horse;1964;USA;War;tt0057879;7.25;nm0003593;Fred Zinnemann
The Best Man;1964;USA;Politics;tt0057883;7.5;nm0769874;Franklin J. Schaffner
The Soft Skin;1964;France;Drama;tt0058458;8;nm0000076;François Truffaut
Soy Cuba;1964;Cuba;Politics;tt0058604;8.5;nm0435563;Mikhail Kalatozov
Les Parapluies de Cherbourg;1964;France;Musical;tt0058450;8;nm0218840;Jacques Demy
Charulata;1964;India;Drama;tt0057935;8.5;nm0006249;Satyajit Ray
Le Journal d'une Femme de Chambre;1964;France;Crime;tt0058249;7.5;nm0000320;Luis Buñuel
Alexis Zorba;1964;Greece;Drama;tt0057831;7;nm0128050;Michael Cacoyannis
Gertrud;1964;Denmark;Drama;tt0058138;7.5;nm0003433;Carl Theodor Dreyer
Who Was She?;1964;India;Crime;tt0232960;7.5;nm0451846;Raj Khosla
All Fall Down;1962;USA;Drama;tt0055738;7.75;nm0001239;John Frankenheimer
The Young Savages;1961;USA;Crime;tt0055633;7;nm0001239;John Frankenheimer
Aferim!;2015;Romania;Drama;tt4374460;7.75;nm1257492; Radu Jude 
Krisha;2015;USA;Drama;tt4266638;7.25;nm4099092;Trey Edward Shults
Monsoon Wedding;2001;India;Drama;tt0265343;8;nm0619762;Mira Nair
Salaam Bombay!;1988;India;Drama;tt0096028;8.75;nm0619762;Mira Nair
The Lunchbox;2013;India;Drama;tt2350496;8.25;nm3592235;Ritesh Batra
Vale Abraão;1993;Portugal;Drama;tt0108471;7.25;nm0210701;Manoel de Oliveira
The Kid on the Bike;2011;Belgium;Drama;tt1827512;7.5;nm0201094;Jean-Pierre Dardenne
Black Friday;2004;India;Historical;tt0400234;8.5;nm0440604;Anurag Kashyap
Gett;2014;Israel;Drama;tt3062880;8.75;nm0253813;Ronit Elkabetz
I've Loved You for so Long;2008;France;Drama;tt1068649;8;nm1061623;Philippe Claudel
An Elephant Sitting Still;2018;China;Drama;tt8020896;9.5;nm9636804;Bo Hu
Tiempo de Valientes;2005;Argentina;Comedy;tt0462570;7.5;nm1167933;Damián Szifron
Animal Kingdom;2010;Australia;Crime;tt1313092;7.75;nm2391575;David Michôd
After the Storm;2016;Japan;Drama;tt5294966;8;nm0466153;Hirokazu Koreeda
Marriage Story;2019;USA;Drama;tt7653254;8;nm0000876;Noah Baumbach
Little Women;2019;USA;Drama;tt3281548;7.25;nm1950086;Greta Gerwig
Coming Home;2014;China;Drama;tt3125472;8;nm0955443;Yimou Zhang
Cherry Blossoms;2008;Germany;Drama;tt0910559;8.5;nm0246903;Doris Dörrie
The Namesake;2006;India;Drama;tt0433416;7.75;nm0619762;Mira Nair
No;2012;Chile;Politics;tt2059255;7.25;nm1883257;Pablo Larraín
Omkara;2006;India;Drama;tt0488414;8.25;nm0080235;Vishal Bhardwaj
Castle in the Sky;1986;Japan;Fantasy;tt0092067;8.25;nm0594503;Hayao Miyazaki
La Vie d'Adèle;2013;France;Drama;tt2278871;8;nm0444244;Abdellatif Kechiche
Green Book;2018;USA;Drama;tt6966692;7.75;nm0268380;Peter Farrelly
Silver Linings Playbook;2012;USA;Comedy;tt1045658;7.5;nm0751102;David O. Russell
Dragged Across Concrete;2018;USA;Crime;tt6491178;8;nm0951975;S. Craig Zahler
Asylum Blackout;2011;USA;Horror;tt1027820;7;nm2035216;Alexandre Courtès
Sword of the Beast;1965;Japan;Samurai;tt0200768;8;nm0331471;Hideo Gosha
Red Beard;1965;Japan;Drama;tt0058888;8.5;nm0000041;Akira Kurosawa
Compartiment Tueurs;1965;France;Crime;tt0059050;8;nm0002020;Costa-Gavras
The Nanny;1965;UK;Thriller;tt0059496;7.75;nm0392519;Seth Holt
Seisaku's Wife;1965;Japan;Drama;tt0140542;8;nm0557945;Yasuzô Masumura
Repulsion;1965;UK;Horror;tt0059646;8;nm0000591;Roman Polanski
Morituri;1965;USA;War;tt0059470;7.5;nm0926919;Bernhard Wicki
A Fugitive from the Past;1965;Japan;Crime;tt0279901;8;nm0879755;Tomu Uchida
The Coward;1965;India;Drama;tt0059348;8;nm0006249;Satyajit Ray
The Spy Who Came in from the Cold;1965;UK;Thriller;tt0059749;8.75;nm0728688;Martin Ritt
Intimate Lightning;1965;Czech Republic;Comedy;tt0060543;7;nm0664852;Ivan Passer
Pleasures of the Flesh;1965;Japan;Crime;tt0059159;7.5;nm0651915;Nagisa Ôshima
Le Vampire de Düsseldorf;1965;France;Crime;tt0058922;8;nm0396136;Robert Hossein
The Naked Prey;1965;South Africa;Action;tt0060736;7.75;nm0664273;Cornel Wilde
São Paulo, Sociedade Anônima;1965;Brazil;Drama;tt0195324;7.75;nm0675502;Luiz Sérgio Person
The Collector;1965;UK;Thriller;tt0059043;8.25;nm0943758;William Wyler
The Flight of the Phoenix;1965;USA;Action;tt0059183;7.5;nm0000736;Robert Aldrich
Signore & Signori;1965;Italy;Comedy;tt0062271;7.75;nm0314584;Pietro Germi
A Patch of Blue;1965;USA;Drama;tt0059573;8;nm0337885;Guy Green
Le Bonheur;1965;France;Drama;tt0058985;8;nm0889513;Agnès Varda
Story of a Prostitute;1965;Japan;War;tt0059715;7.5;nm0840671;Seijun Suzuki
Mirage;1965;USA;Thriller;tt0059448;8.25;nm0229424;Edward Dmytryk
Il Mostro;1994;Italy;Comedy;tt0110570;7.5;nm0000905;Roberto Benigni
The Slender Thread;1965;USA;Drama;tt0059729;8;nm0001628;Sydney Pollack
Loves of a Blonde;1965;Czechoslovakia;Comedy;tt0060802;7;nm0001232;Milos Forman
The First Teacher;1965;Russia;Drama;tt0059585;7.5;nm0464846;Andrey Konchalovskiy
Le Soldatesse;1965;Italy;War;tt0059732;8;nm0958801;Valerio Zurlini
Tatooed Life;1965;Japan;Crime;tt0059320;7.5;nm0840671;Seijun Suzuki
Terrore nello Spazio;1965;Italy;Horror;tt0059792;7.5;nm0000878;Mario Bava
Shenandoah;1965;USA;War;tt0059711;7.25;nm0572132;Andrew V. McLaglen
Subarnarekha, The Golden Thread;1965;India;Drama;tt0056537;7.5;nm0315547;Ritwik Ghatak
In Harm's Way;1965;USA;War;tt0059309;8;nm0695937;Otto Preminger
The War Lord;1965;USA;Action;tt0059896;7.75;nm0769874;Franklin J. Schaffner
The Agony and the Ecstasy;1965;USA;Historical;tt0058886;7.5;nm0715346;Carol Reed
Darling;1965;UK;Drama;tt0059084;7.75;nm0772259;John Schlesinger
Major Dundee;1965;USA;Western;tt0059418;7;nm0001603;Sam Peckinpah
A Thousand Clowns;1965;USA;Comedy;tt0059798;8;nm0168641;Fred Coe
Bunny Lake Is Missing;1965;UK;Thriller;tt0058997;7.5;nm0695937;Otto Preminger
Io la Conoscevo Bene;1965;Italy;Drama;tt0060545;7;nm0682881;Antonio Pietrangeli
The Shop on Main Street;1965;Czechoslovakia;War;tt0059527;8.5;nm0434443;Ján Kadár
Othello;1965;UK;Drama;tt0059555;7.5;nm0121169;Stuart Burge
The Saragossa Manuscript;1965;Poland;Fantasy;tt0059643;8.5;nm0367860;Wojciech Has
Guide;1965;India;Drama;tt0059246;8.25;nm0025629;Vijay Anand
Per Qualche Dollaro in Più;1965;Italy;Western;tt0059578;8.25;nm0001466;Sergio Leone
War and Peace I;1965;Russia;War;tt0059884;8;nm0094083;Sergey Bondarchuk
Deus e o Diabo na Terra do Sol;1964;Brazil;Drama;tt0058006;7.5;nm0733790;Glauber Rocha
Billy Liar;1963;UK;Drama;tt0056868;7;nm0772259;John Schlesinger
The Masque of the Red Death;1964;UK;Horror;tt0058333;7;nm0000339;Roger Corman
La Viaccia;1961;Italy;Drama;tt0056657;7.25;nm0006615;Mauro Bolognini
El Cid;1961;Italy;Historical;tt0054847;8;nm0542649;Anthony Mann
Manji;1964;Japan;Drama;tt0058326;7.5;nm0557945;Yasuzô Masumura
The Sundowners;1960;UK;Drama;tt0054353;7;nm0003593;Fred Zinnemann
Summer and Smoke;1961;USA;Drama;tt0055489;7.25;nm0322706;Peter Glenville
The Mark;1961;UK;Drama;tt0055146;8.5;nm0337885;Guy Green
Doctor Zhivago;1965;UK;Drama;tt0059113;8.25;nm0000180;David Lean
Uzak;2002;Turkey;Drama;tt0346094;7.25;nm0149196;Nuri Bilge Ceylan
Haider;2014;India;Drama;tt3390572;8.75;nm0080235;Vishal Bhardwaj
Gangs of Wasseypur;2012;India;Crime;tt1954470;9.25;nm0440604;Anurag Kashyap
Dayereh, The Circle;2000;Iran;Drama;tt0255094;7.25;nm0070159;Jafar Panahi
I Am Not a Witch;2017;Zambia;Dystopia;tt6213284;7.5;nm2509638;Rungano Nyoni
The Attack;2012;Lebanon;Drama;tt0787442;8.25;nm0234780;Ziad Doueiri
Omar;2013;Palestine;Drama;tt2852406;8;nm0009463;Hany Abu-Assad
Winter Sleep;2014;Turkey;Drama;tt2758880;9;nm0149196;Nuri Bilge Ceylan
Three Monkeys;2008;Turkey;Drama;tt1233381;8.25;nm0149196;Nuri Bilge Ceylan
The Willow Tree;2005;Iran;Drama;tt0415607;7.25;nm0006498;Majid Majidi
La Mort de Louis XIV;2016;France;Historical;tt5129510;7.5;nm2247200;Albert Serra
Irezumi;1966;Japan;Drama;tt0200740;8;nm0557945;Yasuzô Masumura
Eleven Samurai;1967;Japan;Drama;tt0123127;7.25;nm0473791;Eiichi Kudô
War and Peace II;1966;Russia;War;tt0061162;7.25;nm0094083;Sergey Bondarchuk
Seconds;1966;USA;Thriller;tt0060955;8;nm0001239;John Frankenheimer
The Sand Pebbles;1966;USA;War;tt0060934;8.75;nm0936404;Robert Wise
La Muerte de un Burócrata;1966;Cuba;Comedy;tt0060722;7.5;nm0349425;Tomás Gutiérrez Alea
Django;1966;Italy;Western;tt0060315;7.5;nm0179281;Sergio Corbucci
The Face of Another;1966;Japan;SciFi;tt0061065;7.5;nm0856267;Hiroshi Teshigahara
El Dorado;1966;USA;Western;tt0061619;7.75;nm0001328;Howard Hawks
Blow-Up;1966;UK;Thriller;tt0060176;8;nm0000774;Michelangelo Antonioni
Come Drink with Me;1966;Hong Kong;Action;tt0059079;7.25;nm0002254;King Hu
Cul-de-Sac;1966;UK;Comedy;tt0060268;8;nm0000591;Roman Polanski
The Professionals;1966;USA;Action;tt0060862;8.25;nm0112218;Richard Brooks
This Property is Condemned;1966;USA;Drama;tt0061089;7.25;nm0001628;Sydney Pollack
La Religieuse;1966;France;Drama;tt0060891;9;nm0729626;Jacques Rivette
Young Torless;1966;Germany;Drama;tt0060574;8;nm0772522;Volker Schlöndorff
Watch out for the Automobile;1966;Russia;Comedy;tt0060161;7.25;nm0752922;Eldar Ryazanov
La Grande Vadrouille;1966;France;Comedy;tt0060474;7;nm0653620;Gérard Oury
Who's Afraid of Virginia Woolf?;1966;USA;Drama;tt0061184;9.25;nm0001566;Mike Nichols
The Wild Pear Tree;2018;Turkey;Drama;tt6628102;8.5;nm0149196;Nuri Bilge Ceylan
Andrei Rublev;1966;Russia;Historical;tt0060107;8.25;nm0001789;Andrei Tarkovsky
The Big Gundown;1967;Italy;Western;tt0063501;7.75;nm0813177;Sergio Sollima
La Noire;1966;Senegal;Drama;tt0060758;7.5;nm0783733;Ousmane Sembene
Uccellacci e Uccellini;1966;Italy;Comedy;tt0061132;7.25;nm0001596;Pier Paolo Pasolini
Masculin féminin;1966;France;Drama;tt0060675;7.5;nm0000419;Jean-Luc Godard
Closely Watched Trains;1966;Czechoslovakia;Comedy;tt0060802;8.25;nm0579954;Jirí Menzel
Island of Terror;1966;UK;Horror;tt0060548;7;nm0279807;Terence Fisher
Operazione Paura;1966;Italy;Horror;tt0060794;7;nm0000878;Mario Bava
La Guerre est Finie;1966;France;Politics;tt0060481;7.5;nm0720297;Alain Resnais
Krylya, Wings;1966;Russia;Drama;tt0061196;7.25;nm0791899;Larisa Shepitko
La Caza;1966;Spain;Drama;tt0060223;8;nm0767022;Carlos Saura
Le Deuxième Souffle;1966;France;Crime;tt0060305;9;nm0578483;Jean-Pierre Melville
How to Steal a Million;1966;USA;Comedy;tt0060522;8;nm0943758;William Wyler
Mademoiselle;1966;UK;Drama;tt0060648;9.5;nm0724798;Tony Richardson
The Trap;1966;UK;Action;tt0061115;8;nm0370868;Sidney Hayers
The Round-Up;1966;Hungary;War;tt0059776;7.25;nm0417352;Miklós Jancsó
The Red Angel;1966;Japan;War;tt0139820;9;nm0557945;Yasuzô Masumura
Incompreso;1966;Italy;Drama;tt0060538;8;nm0173728;Luigi Comencini
Torn Curtain;1966;USA;Thriller;tt0061107;7;nm0000033;Alfred Hitchcock
Nevada Smith;1966;USA;Western;tt0060748;7;nm0368871;Henry Hathaway
Un Homme et Une Femme;1966;France;Drama;tt0061138;7.5;nm0500988;Claude Lelouch
Nayak, The Hero;1966;India;Drama;tt0060742;8;nm0006249;Satyajit Ray
Gambit;1966;USA;Comedy;tt0060445;7.5;nm0623768;Ronald Neame
Faraon;1966;Poland;Historical;tt0060401;8.25;nm0442819;Jerzy Kawalerowicz
La Ligne de Démarcation;1966;France;War;tt0060630;7.25;nm0001031;Claude Chabrol
L'Armata Brancaleone;1966;Italy;Comedy;tt0060125;8;nm0598102;Mario Monicelli
Paris Brûle-t-il?;1966;France;Historical;tt0060814;7.5;nm0167496;René Clément
Carriage to Vienna;1966;Czechoslovakia;War;tt0060597;8;nm0434189;Karel Kachyna
The Dacians;1966;Romania;Historical;tt0060482;7.5;nm0630197;Sergiu Nicolaescu
Adauchi, Revenge;1964;Japan;Samurai;tt0185842;8.25;nm0408033;Tadashi Imai
The Caretaker;1963;UK;Drama;tt0058164;7;nm0232795;Clive Donner
Sult;1966;Denmark;Drama;tt0061042;8.5;nm0137830;Henning Carlsen
Bushido;1963;Japan;Samurai;tt0055816;8.5;nm0408033;Tadashi Imai
My Way Home;1965;Hungary;War;tt0058787;7.5;nm0417352;Miklós Jancsó
La Vieille Dame Indigne;1965;France;Drama;tt0059875;7.5;nm0021392;René Allio
Danza Macabra;1964;Italy;Horror;tt0057993;7.25;nm0546672;Antonio Margheriti
Foxtrot;2017;Israel;Drama;tt6896536;7.75;nm1413443;Samuel Maoz
Bloody Sunday;2002;Ireland;Historical;tt0280491;8.5;nm0339030;Paul Greengrass
L'Enfant;2005;Belgium;Drama;tt0456396;8;nm0201094;Jean-Pierre Dardenne
Deux Jours, Une Nuit;2014;Belgium;Drama;tt2737050;8.75;nm0201094;Jean-Pierre Dardenne
As Mil e Uma Noites vol.I;2015;Portugal;Drama;tt3284178;7.5;nm0326937;Miguel Gomes
Visaaranai;2015;India;Drama;tt4991384;8.25;nm4274575;Vetrimaaran
As Mil e Uma Noites vol.II;2015;Portugal;Drama;tt4692234;7.5;nm0326937;Miguel Gomes
The Chase;1966;USA;Drama;tt0060232;8;nm0671957;Arthur Penn
Sanbul;1967;South Korea;War;tt0328354;7;nm0453678;Kim Soo-yong
The Taste of Tea;2004;Japan;Comedy;tt0413893;8;nm0411002;Katsuhito Ishii
1987, When the Day Comes;2017;South Korea;Historical;tt6493286;7.75;nm2287741;Joon-Hwan Jang
Hatari!;1962;USA;Comedy;tt0056059;7;nm0001328;Howard Hawks
The Road Home;1999;China;Drama;tt0235060;7.75;nm0955443;Yimou Zhang
A Wednesday;2008;India;Thriller;tt1280558;7.75;nm3109770;Neeraj Pandey
Marathon;2005;South Korea;Drama;tt0448621;8;nm1924976;Yoon-Chul Jung
King of Masks;1996;China;Drama;tt0115669;7.75;nm0943177;Tian-Ming Wu
Always;2011;South Korea;Drama;tt2082180;7.5;nm0814271;Il-gon Song
Happy Hour;2015;Japan;Drama;tt4780662;8;nm3152327;Ryûsuke Hamaguchi
War and Peace III;1967;Russia;War;tt0062455;7;nm0094083;Sergey Bondarchuk
War and Peace IV;1967;Russia;War;tt0062456;7;nm0094083;Sergey Bondarchuk
Anna Karenina;1967;Russia;Drama;tt0061359;7.25;nm0953516;Aleksandr Zarkhi
Mouchette;1967;France;Drama;tt0061996;7;nm0000975;Robert Bresson
La Collectionneuse;1967;France;Drama;tt0061495;7.5;nm0006445;Éric Rohmer
Games;1967;USA;Thriller;tt0061696;7.25;nm0364252;Curtis Harrington
Robbery;1967;UK;Crime;tt0062207;7.25;nm0946811;Peter Yates
A Ciascuno il Suo;1967;Italy;Crime;tt0061320;7.5;nm0677880;Elio Petri
The Firemen's Ball;1967;Czechoslovakia;Comedy;tt0061781;7;nm0001232;Milos Forman
Face to Face;1967;Italy;Western;tt0061636;8;nm0813177;Sergio Sollima
Japan's Longest Day;1967;Japan;Historical;tt0062041;8.75;nm0645477;Kihachi Okamoto
In Cold Blood;1967;USA;Crime;tt0061809;9;nm0112218;Richard Brooks
Marketa Lazarová;1967;Czechoslovakia;Drama;tt0063278;8;nm0900712;Frantisek Vlácil
The Dirty Dozen;1967;USA;War;tt0061578;7.75;nm0000736;Robert Aldrich
Who's that Knocking at My Door;1967;USA;Drama;tt0063803;7.25;nm0000217;Martin Scorsese
Lo Straniero;1967;Italy;Drama;tt0062310;7.25;nm0899581;Luchino Visconti
The Night of the Generals;1967;UK;Crime;tt0062038;7.5;nm0514822;Anatole Litvak
The Graduate;1967;USA;Comedy;tt0061722;8;nm0001566;Mike Nichols
The One-Armed Swordsman;1967;Hong Kong;Action;tt0061597;7.25;nm0151653;Cheh Chang
Dragon Inn;1967;Taiwan;Action;tt0060635;8.25;nm0002254;King Hu
Edipo Re;1967;Italy;Drama;tt0061613;8.25;nm0001596;Pier Paolo Pasolini
The Producers;1967;USA;Comedy;tt0063462;8.25;nm0000316;Mel Brooks
Hombre;1967;USA;Western;tt0061770;8.5;nm0728688;Martin Ritt
The Red and the White;1967;Hungary;War;tt0061537;8.25;nm0417352;Miklós Jancsó
The Wife of Seishu Hanaoka;1967;Japan;Drama;tt0140093;7.25;nm0557945;Yasuzô Masumura
Marat Sade;1967;UK;Politics;tt0060668;8.5;nm0111656;Peter Brook
Death Rides a Horse;1967;Italy;Western;tt0064208;7.25;nm0678101;Giulio Petroni
The Two of Us;1967;France;Drama;tt0063771;8.25;nm0001945;Claude Berri
Komissar;1967;Russia;War;tt0061876;7.75;nm0039487;Aleksandr Askoldov
Quién Sabe?;1967;Italy;Western;tt0061429;7;nm0198765;Damiano Damiani
Privilege;1967;UK;Dystopia;tt0062155;7.5;nm0914386;Peter Watkins
Wait Until Dark;1967;USA;Thriller;tt0062467;8;nm0950109;Terence Young
Belle de Jour;1967;France;Drama;tt0061395;8.25;nm0000320;Luis Buñuel
Les Demoiselles de Rochefort;1967;France;Musical;tt0062873;8;nm0218840;Jacques Demy
To Sir, with Love;1967;UK;Drama;tt0062376;7.5;nm0165412;James Clavell
Le Voleur;1967;France;Crime;tt0062457;7.25;nm0001501;Louis Malle
In the Heat of the Night;1967;USA;Crime;tt0061811;7.75;nm0422484;Norman Jewison
Happy End;1967;Czechoslovakia;Comedy;tt0061029;7.75;nm0513792;Oldrich Lipský
Scattered Clouds;1967;Japan;Drama;tt0061971;8;nm0621540;Mikio Naruse
Station Six Sahara;1967;UK;Drama;tt0057527;7;nm0392519;Seth Holt
O Caso dos Irmãos Naves;1967;Brazil;Historical;tt0139927;8;nm0675502;Luiz Sérgio Person
Guess Who's Coming to Dinner;1967;USA;Drama;tt0061735;7.75;nm0006452;Stanley Kramer
Fort Graveyard;1965;Japan;War;tt0057941;7.25;nm0645477;Kihachi Okamoto
A View from the Bridge;1962;Italy;Drama;tt0056668;7.75;nm0001486;Sidney Lumet
The Outrage;1964;USA;Western;tt0058437;7.5;nm0728688;Martin Ritt
Sands of the Kalahari;1965;UK;Action;tt0059675;7.75;nm0256831;Cy Endfield
Uptight;1968;USA;Crime;tt0063748;7.75;nm0202088;Jules Dassin
The Swimmer;1968;USA;Drama;tt0063663;8.5;nm0675068;Frank Perry
The Corporal and the Others;1965;Hungary;Comedy;tt0059812;7.75;nm0445454;Márton Keleti
La Chinoise;1967;France;Politics;tt0061473;7;nm0000419;Jean-Luc Godard
Le Corniaud;1965;France;Comedy;tt0057967;7.25;nm0653620;Gérard Oury
Me, Grandma, Iliko and Ilarion;1965;Georgia;Drama;tt0057695;7.75;nm0002156;Tengiz Abuladze
Hour of the Wolf;1968;Sweden;Horror;tt0063759;7.75;nm0000005;Ingmar Bergman
Black Cat;1968;Japan;Horror;tt0122136;8.5;nm0793881;Kaneto Shindô
King Rat;1965;USA;War;tt0059358;8;nm0285302;Bryan Forbes
Witchfinder General;1968;UK;Horror;tt0063285;7.5;nm0716262;Michael Reeves
Valley of the Bees;1968;Czechoslovakia;Drama;tt0122770;8.5;nm0900712;Frantisek Vlácil
The Devil Rides Out;1968;UK;Horror;tt0062885;7.75;nm0279807;Terence Fisher
The Boston Strangler;1968;USA;Crime;tt0062755;7.5;nm0281507;Richard Fleischer
